Region,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Year,Area_Rural,Area_Urban
Andhra Pradesh,Monthly,4.61,4743179,36.29,2019,0,1
Andhra Pradesh,Monthly,6.01,4733996,36.69,2019,0,1
Andhra Pradesh,Monthly,4.7,4774377,36.41,2019,0,1
Andhra Pradesh,Monthly,7.54,4668772,36.62,2019,0,1
Andhra Pradesh,Monthly,7.88,4913963,38.61,2019,0,1
Andhra Pradesh,Monthly,7.11,4618860,35.91,2020,0,1
Andhra Pradesh,Monthly,5.66,4822035,36.84,2020,0,1
Andhra Pradesh,Monthly,9.88,4521537,36.08,2020,0,1
Andhra Pradesh,Monthly,32.3,2544084,26.97,2020,0,1
Andhra Pradesh,Monthly,24.91,3428356,32.69,2020,0,1
Andhra Pradesh,Monthly,5.86,4954389,37.61,2020,0,1
Assam,Monthly,7.87,1671707,44.92,2019,0,1
Assam,Monthly,9.89,1647342,45.17,2019,0,1
Assam,Monthly,3.21,1739838,44.32,2019,0,1
Assam,Monthly,10.39,1595582,43.81,2019,0,1
Assam,Monthly,9.26,1576480,42.66,2019,0,1
Assam,Monthly,11.17,1595176,44.01,2019,0,1
Assam,Monthly,6.31,1708045,44.59,2019,0,1
Assam,Monthly,5.02,1722303,44.26,2019,0,1
Assam,Monthly,7.24,1630908,42.82,2020,0,1
Assam,Monthly,9.98,1625454,43.9,2020,0,1
Assam,Monthly,10.34,1664145,45.03,2020,0,1
Assam,Monthly,8.37,1454956,38.45,2020,0,1
Assam,Monthly,10.77,1441722,39.04,2020,0,1
Assam,Monthly,3.42,1551007,38.73,2020,0,1
Bihar,Monthly,19.9,3029344,39.8,2019,0,1
Bihar,Monthly,13.29,3248864,39.35,2019,0,1
Bihar,Monthly,16.41,3059744,38.36,2019,0,1
Bihar,Monthly,17.66,2994763,38.03,2019,0,1
Bihar,Monthly,20.46,2992082,39.25,2019,0,1
Bihar,Monthly,14.06,3173429,38.45,2019,0,1
Bihar,Monthly,17.62,3081077,38.86,2019,0,1
Bihar,Monthly,14.91,2977857,36.29,2019,0,1
Bihar,Monthly,20.69,2988665,38.99,2020,0,1
Bihar,Monthly,15.11,3113464,37.87,2020,0,1
Bihar,Monthly,15.73,3049637,37.29,2020,0,1
Bihar,Monthly,58.77,1400962,34.94,2020,0,1
Bihar,Monthly,37.87,2207026,36.45,2020,0,1
Bihar,Monthly,12.45,3124663,36.54,2020,0,1
Chandigarh,Monthly,18.35,348042,44.89,2019,0,1
Chandigarh,Monthly,12.4,337145,40.44,2019,0,1
Chandigarh,Monthly,21.8,294379,39.47,2019,0,1
Chandigarh,Monthly,9.52,328282,37.95,2019,0,1
Chandigarh,Monthly,20.14,327239,42.77,2019,0,1
Chandigarh,Monthly,13.99,330856,40.06,2019,0,1
Chandigarh,Monthly,22.05,289593,38.6,2019,0,1
Chandigarh,Monthly,8.33,311146,35.19,2019,0,1
Chandigarh,Monthly,20.0,332062,42.94,2020,0,1
Chandigarh,Monthly,16.67,316887,39.25,2020,0,1
Chandigarh,Monthly,21.43,279839,36.68,2020,0,1
Chandigarh,Monthly,7.22,306505,33.8,2020,0,1
Chhattisgarh,Monthly,9.77,2223129,45.61,2019,0,1
Chhattisgarh,Monthly,11.77,2192020,45.88,2019,0,1
Chhattisgarh,Monthly,8.17,2285436,45.85,2019,0,1
Chhattisgarh,Monthly,6.29,2392400,46.91,2019,0,1
Chhattisgarh,Monthly,9.46,2311507,46.8,2019,0,1
Chhattisgarh,Monthly,10.27,2297096,46.82,2019,0,1
Chhattisgarh,Monthly,8.32,2341284,46.59,2019,0,1
Chhattisgarh,Monthly,3.57,2415436,45.59,2019,0,1
Chhattisgarh,Monthly,9.01,2315972,46.21,2020,0,1
Chhattisgarh,Monthly,9.79,2347941,47.14,2020,0,1
Chhattisgarh,Monthly,8.21,2407509,47.39,2020,0,1
Chhattisgarh,Monthly,20.13,1066126,24.06,2020,0,1
Chhattisgarh,Monthly,24.1,1276291,30.24,2020,0,1
Chhattisgarh,Monthly,27.07,1602231,39.41,2020,0,1
Delhi,Monthly,12.31,5756475,44.17,2019,0,1
Delhi,Monthly,12.76,5550172,42.71,2019,0,1
Delhi,Monthly,14.68,5393091,42.34,2019,0,1
Delhi,Monthly,13.52,5552510,42.9,2019,0,1
Delhi,Monthly,20.59,5642253,47.36,2019,0,1
Delhi,Monthly,12.41,6030363,45.78,2019,0,1
Delhi,Monthly,16.11,5439600,43.02,2019,0,1
Delhi,Monthly,11.07,5718337,42.56,2019,0,1
Delhi,Monthly,22.45,5647493,48.09,2020,0,1
Delhi,Monthly,14.86,5708807,44.18,2020,0,1
Delhi,Monthly,17.09,5401392,42.82,2020,0,1
Delhi,Monthly,16.51,3003787,23.59,2020,0,1
Delhi,Monthly,45.78,2343783,28.28,2020,0,1
Delhi,Monthly,18.11,4306807,34.32,2020,0,1
Goa,Monthly,2.75,264855,34.17,2019,0,1
Goa,Monthly,13.33,304015,43.96,2019,0,1
Goa,Monthly,12.28,280367,40.0,2019,0,1
Goa,Monthly,4.9,243277,31.97,2019,0,1
Goa,Monthly,3.16,309643,39.92,2019,0,1
Goa,Monthly,12.31,290264,41.27,2019,0,1
Goa,Monthly,25.2,271612,45.22,2019,0,1
Goa,Monthly,16.22,288154,42.77,2019,0,1
Goa,Monthly,10.92,257814,35.95,2020,0,1
Goa,Monthly,4.31,306396,39.73,2020,0,1
Goa,Monthly,4.76,277093,36.05,2020,0,1
Goa,Monthly,11.76,318957,44.74,2020,0,1
Gujarat,Monthly,4.09,9686558,41.67,2019,0,1
Gujarat,Monthly,6.31,10144965,44.57,2019,0,1
Gujarat,Monthly,5.15,9828023,42.54,2019,0,1
Gujarat,Monthly,4.2,10228154,43.72,2019,0,1
Gujarat,Monthly,5.96,9609939,41.75,2019,0,1
Gujarat,Monthly,5.45,10474217,45.14,2019,0,1
Gujarat,Monthly,7.53,9896129,43.5,2019,0,1
Gujarat,Monthly,5.71,10172812,43.75,2019,0,1
Gujarat,Monthly,5.82,9824501,42.19,2020,0,1
Gujarat,Monthly,6.04,10784753,46.31,2020,0,1
Gujarat,Monthly,5.39,10083026,42.9,2020,0,1
Gujarat,Monthly,25.94,6701284,36.33,2020,0,1
Gujarat,Monthly,11.62,6072776,27.52,2020,0,1
Gujarat,Monthly,4.54,10574711,44.26,2020,0,1
Haryana,Monthly,24.67,2693596,43.18,2019,0,1
Haryana,Monthly,20.42,2845190,43.06,2019,0,1
Haryana,Monthly,25.45,2405973,38.77,2019,0,1
Haryana,Monthly,24.19,2523005,39.87,2019,0,1
Haryana,Monthly,26.84,2675862,43.7,2019,0,1
Haryana,Monthly,21.04,2821456,42.58,2019,0,1
Haryana,Monthly,27.06,2404239,39.18,2019,0,1
Haryana,Monthly,23.65,2548835,39.57,2019,0,1
Haryana,Monthly,27.24,2630938,42.75,2020,0,1
Haryana,Monthly,23.29,2752834,42.32,2020,0,1
Haryana,Monthly,27.14,2275407,36.73,2020,0,1
Haryana,Monthly,46.89,1606580,35.48,2020,0,1
Haryana,Monthly,38.46,2013083,38.27,2020,0,1
Haryana,Monthly,29.41,2304138,38.09,2020,0,1
Himachal Pradesh,Monthly,10.88,245668,45.27,2019,0,1
Himachal Pradesh,Monthly,21.43,237576,49.58,2019,0,1
Himachal Pradesh,Monthly,21.51,235894,49.22,2019,0,1
Himachal Pradesh,Monthly,24.48,236315,51.17,2019,0,1
Himachal Pradesh,Monthly,12.0,247210,45.87,2019,0,1
Himachal Pradesh,Monthly,23.77,232322,49.69,2019,0,1
Himachal Pradesh,Monthly,27.27,233029,52.17,2019,0,1
Himachal Pradesh,Monthly,25.32,241366,52.55,2019,0,1
Himachal Pradesh,Monthly,18.15,246596,48.92,2020,0,1
Himachal Pradesh,Monthly,27.31,227804,50.82,2020,0,1
Himachal Pradesh,Monthly,26.44,221432,48.74,2020,0,1
Himachal Pradesh,Monthly,2.7,146957,24.42,2020,0,1
Himachal Pradesh,Monthly,50.0,134868,43.55,2020,0,1
Himachal Pradesh,Monthly,10.81,224902,40.66,2020,0,1
Jammu & Kashmir,Monthly,23.04,1130139,46.74,2019,0,1
Jammu & Kashmir,Monthly,19.88,1139815,45.17,2019,0,1
Jammu & Kashmir,Monthly,21.55,1183770,47.8,2019,0,1
Jammu & Kashmir,Monthly,24.06,1029087,42.63,2019,0,1
Jammu & Kashmir,Monthly,14.29,1226793,44.92,2019,0,1
Jammu & Kashmir,Monthly,7.02,1209085,40.71,2019,0,1
Jammu & Kashmir,Monthly,18.54,1079537,41.4,2020,0,1
Jammu & Kashmir,Monthly,19.86,1060116,41.23,2020,0,1
Jammu & Kashmir,Monthly,14.29,998103,36.21,2020,0,1
Jammu & Kashmir,Monthly,12.96,937435,33.33,2020,0,1
Jharkhand,Monthly,17.23,2404033,43.25,2019,0,1
Jharkhand,Monthly,20.51,2326911,43.51,2019,0,1
Jharkhand,Monthly,15.67,2434579,42.82,2019,0,1
Jharkhand,Monthly,20.25,2335406,43.35,2019,0,1
Jharkhand,Monthly,21.16,2357627,44.18,2019,0,1
Jharkhand,Monthly,19.05,2460196,44.82,2019,0,1
Jharkhand,Monthly,17.34,2424281,43.17,2019,0,1
Jharkhand,Monthly,22.01,2290170,43.14,2019,0,1
Jharkhand,Monthly,22.96,2329293,44.33,2020,0,1
Jharkhand,Monthly,19.67,2493023,45.42,2020,0,1
Jharkhand,Monthly,16.4,2480661,43.34,2020,0,1
Jharkhand,Monthly,61.48,1054829,39.92,2020,0,1
Jharkhand,Monthly,70.17,830347,40.49,2020,0,1
Jharkhand,Monthly,19.38,2244460,40.43,2020,0,1
Karnataka,Monthly,6.56,8638239,40.62,2019,0,1
Karnataka,Monthly,5.0,8862498,40.89,2019,0,1
Karnataka,Monthly,2.29,8738029,39.09,2019,0,1
Karnataka,Monthly,1.27,8614340,38.04,2019,0,1
Karnataka,Monthly,3.57,8647794,39.0,2019,0,1
Karnataka,Monthly,3.87,8799249,39.7,2019,0,1
Karnataka,Monthly,3.44,8613835,38.6,2019,0,1
Karnataka,Monthly,1.56,8592376,37.66,2019,0,1
Karnataka,Monthly,3.31,8749154,38.94,2020,0,1
Karnataka,Monthly,2.88,8924061,39.45,2020,0,1
Karnataka,Monthly,4.92,9225835,41.55,2020,0,1
Karnataka,Monthly,25.12,7387995,42.14,2020,0,1
Karnataka,Monthly,15.88,8669258,43.9,2020,0,1
Karnataka,Monthly,6.12,8822411,39.93,2020,0,1
Kerala,Monthly,6.11,4605913,36.65,2019,0,1
Kerala,Monthly,6.67,4678374,37.42,2019,0,1
Kerala,Monthly,7.58,4105211,33.13,2019,0,1
Kerala,Monthly,7.69,4448650,35.91,2019,0,1
Kerala,Monthly,5.52,4640642,36.57,2019,0,1
Kerala,Monthly,5.35,4644510,36.49,2019,0,1
Kerala,Monthly,6.71,4062767,32.36,2019,0,1
Kerala,Monthly,7.31,4440283,35.56,2019,0,1
Kerala,Monthly,6.65,4597507,36.53,2020,0,1
Kerala,Monthly,6.08,4624444,36.48,2020,0,1
Kerala,Monthly,9.14,4079775,33.24,2020,0,1
Kerala,Monthly,21.43,2179106,20.51,2020,0,1
Kerala,Monthly,30.28,2826118,29.95,2020,0,1
Kerala,Monthly,12.17,4601293,38.68,2020,0,1
Madhya Pradesh,Monthly,3.91,6692720,38.96,2019,0,1
Madhya Pradesh,Monthly,6.38,6509340,38.8,2019,0,1
Madhya Pradesh,Monthly,7.38,6266446,37.67,2019,0,1
Madhya Pradesh,Monthly,6.82,6809834,40.6,2019,0,1
Madhya Pradesh,Monthly,7.0,6655967,39.67,2019,0,1
Madhya Pradesh,Monthly,4.4,6603715,38.2,2019,0,1
Madhya Pradesh,Monthly,6.06,6459457,37.94,2019,0,1
Madhya Pradesh,Monthly,6.2,6787403,39.83,2019,0,1
Madhya Pradesh,Monthly,5.17,6834930,39.59,2020,0,1
Madhya Pradesh,Monthly,4.96,6533435,37.68,2020,0,1
Madhya Pradesh,Monthly,4.8,6386723,36.68,2020,0,1
Madhya Pradesh,Monthly,11.94,4802873,29.76,2020,0,1
Madhya Pradesh,Monthly,40.49,3879934,35.49,2020,0,1
Madhya Pradesh,Monthly,12.72,6221562,38.72,2020,0,1
Maharashtra,Monthly,6.08,16962574,38.3,2019,0,1
Maharashtra,Monthly,6.46,17375053,39.3,2019,0,1
Maharashtra,Monthly,6.35,17215677,38.81,2019,0,1
Maharashtra,Monthly,7.57,16602767,37.84,2019,0,1
Maharashtra,Monthly,7.6,17396398,39.58,2019,0,1
Maharashtra,Monthly,7.51,17221991,39.05,2019,0,1
Maharashtra,Monthly,7.6,17486683,39.61,2019,0,1
Maharashtra,Monthly,7.83,16581144,37.57,2019,0,1
Maharashtra,Monthly,6.67,16715470,37.32,2020,0,1
Maharashtra,Monthly,5.34,17122782,37.61,2020,0,1
Maharashtra,Monthly,6.34,17065830,37.8,2020,0,1
Maharashtra,Monthly,14.99,12674451,30.86,2020,0,1
Maharashtra,Monthly,15.92,12365754,30.38,2020,0,1
Maharashtra,Monthly,10.01,16172690,37.04,2020,0,1
Meghalaya,Monthly,8.4,228978,47.79,2019,0,1
Meghalaya,Monthly,8.66,231252,48.29,2019,0,1
Meghalaya,Monthly,4.43,284015,56.55,2019,0,1
Meghalaya,Monthly,5.8,259433,52.27,2019,0,1
Meghalaya,Monthly,5.3,253887,50.77,2019,0,1
Meghalaya,Monthly,7.2,234375,47.71,2019,0,1
Meghalaya,Monthly,3.02,293431,57.02,2019,0,1
Meghalaya,Monthly,5.21,267417,53.04,2019,0,1
Meghalaya,Monthly,4.76,261687,51.53,2020,0,1
Meghalaya,Monthly,7.37,233965,47.26,2020,0,1
Meghalaya,Monthly,2.8,289735,55.64,2020,0,1
Meghalaya,Monthly,17.39,161939,36.51,2020,0,1
Meghalaya,Monthly,14.58,222916,48.48,2020,0,1
Odisha,Monthly,2.95,2519582,41.26,2019,0,1
Odisha,Monthly,2.63,2356290,38.39,2019,0,1
Odisha,Monthly,1.78,2542237,40.99,2019,0,1
Odisha,Monthly,3.5,2456983,40.25,2019,0,1
Odisha,Monthly,3.78,2570663,42.15,2019,0,1
Odisha,Monthly,4.5,2456855,40.51,2019,0,1
Odisha,Monthly,2.23,2594469,41.71,2019,0,1
Odisha,Monthly,3.36,2369048,38.46,2019,0,1
Odisha,Monthly,2.28,2561320,41.05,2020,0,1
Odisha,Monthly,2.19,2438080,38.97,2020,0,1
Odisha,Monthly,3.96,2457952,39.93,2020,0,1
Odisha,Monthly,20.5,1303244,25.53,2020,0,1
Odisha,Monthly,10.0,1975481,34.12,2020,0,1
Odisha,Monthly,2.18,2221069,35.24,2020,0,1
Puducherry,Monthly,1.25,283905,35.71,2019,0,1
Puducherry,Monthly,0.0,304369,37.73,2019,0,1
Puducherry,Monthly,0.0,281117,34.77,2019,0,1
Puducherry,Monthly,8.95,312882,42.41,2019,0,1
Puducherry,Monthly,1.22,286573,35.73,2019,0,1
Puducherry,Monthly,1.17,312548,38.86,2019,0,1
Puducherry,Monthly,1.37,275003,34.19,2019,0,1
Puducherry,Monthly,5.21,313135,40.42,2019,0,1
Puducherry,Monthly,0.57,281698,34.59,2020,0,1
Puducherry,Monthly,1.78,310342,38.5,2020,0,1
Puducherry,Monthly,0.62,278851,34.12,2020,0,1
Puducherry,Monthly,76.74,68122,35.54,2020,0,1
Puducherry,Monthly,75.0,64538,31.25,2020,0,1
Puducherry,Monthly,4.55,234926,29.73,2020,0,1
Punjab,Monthly,13.49,3289918,40.03,2019,0,1
Punjab,Monthly,13.17,3307798,40.02,2019,0,1
Punjab,Monthly,11.61,3592442,42.62,2019,0,1
Punjab,Monthly,11.99,3499863,41.61,2019,0,1
Punjab,Monthly,15.69,3227178,39.97,2019,0,1
Punjab,Monthly,13.75,3070438,37.1,2019,0,1
Punjab,Monthly,10.39,3602243,41.82,2019,0,1
Punjab,Monthly,11.97,3575778,42.17,2019,0,1
Punjab,Monthly,13.68,3252622,39.04,2020,0,1
Punjab,Monthly,11.99,3219227,37.82,2020,0,1
Punjab,Monthly,9.97,3601793,41.29,2020,0,1
Punjab,Monthly,1.13,2298975,23.95,2020,0,1
Punjab,Monthly,20.54,2682658,34.71,2020,0,1
Punjab,Monthly,10.55,3047750,34.96,2020,0,1
Rajasthan,Monthly,13.62,5108436,39.44,2019,0,1
Rajasthan,Monthly,14.36,5241174,40.73,2019,0,1
Rajasthan,Monthly,11.67,5372470,40.38,2019,0,1
Rajasthan,Monthly,14.71,5195170,40.34,2019,0,1
Rajasthan,Monthly,12.63,5176819,39.15,2019,0,1
Rajasthan,Monthly,13.02,5384335,40.8,2019,0,1
Rajasthan,Monthly,14.3,5306715,40.73,2019,0,1
Rajasthan,Monthly,18.04,5109481,40.9,2019,0,1
Rajasthan,Monthly,18.82,5157363,41.59,2020,0,1
Rajasthan,Monthly,17.02,5288343,41.62,2020,0,1
Rajasthan,Monthly,18.54,4964911,39.71,2020,0,1
Rajasthan,Monthly,35.53,2932923,29.57,2020,0,1
Rajasthan,Monthly,25.35,4225486,36.71,2020,0,1
Rajasthan,Monthly,13.04,5275784,39.26,2020,0,1
Sikkim,Monthly,8.2,89587,48.61,2019,0,1
Sikkim,Monthly,7.76,89702,48.13,2019,0,1
Sikkim,Monthly,2.56,108334,54.67,2019,0,1
Sikkim,Monthly,4.82,90850,46.63,2019,0,1
Sikkim,Monthly,4.81,89450,45.61,2019,0,1
Sikkim,Monthly,9.68,87974,46.97,2019,0,1
Sikkim,Monthly,4.04,107751,53.8,2019,0,1
Sikkim,Monthly,7.37,88035,45.24,2019,0,1
Sikkim,Monthly,20.45,86186,50.57,2020,0,1
Sikkim,Monthly,5.77,81905,40.31,2020,0,1
Sikkim,Monthly,19.75,75456,43.32,2020,0,1
Sikkim,Monthly,2.63,76269,35.85,2020,0,1
Tamil Nadu,Monthly,0.89,11798080,37.31,2019,0,1
Tamil Nadu,Monthly,1.56,12318745,39.16,2019,0,1
Tamil Nadu,Monthly,3.18,12054414,38.89,2019,0,1
Tamil Nadu,Monthly,9.53,11933093,41.13,2019,0,1
Tamil Nadu,Monthly,1.86,11902824,37.76,2019,0,1
Tamil Nadu,Monthly,1.13,12223948,38.42,2019,0,1
Tamil Nadu,Monthly,2.65,11729952,37.38,2019,0,1
Tamil Nadu,Monthly,8.05,12260389,41.29,2019,0,1
Tamil Nadu,Monthly,2.05,11926995,37.64,2020,0,1
Tamil Nadu,Monthly,3.31,11742101,37.48,2020,0,1
Tamil Nadu,Monthly,6.46,10982178,36.17,2020,0,1
Tamil Nadu,Monthly,45.55,4632967,26.17,2020,0,1
Tamil Nadu,Monthly,25.95,5733921,23.77,2020,0,1
Tamil Nadu,Monthly,24.93,7741005,31.6,2020,0,1
Telangana,Monthly,1.52,5560649,44.59,2019,0,1
Telangana,Monthly,1.43,5683349,45.43,2019,0,1
Telangana,Monthly,3.73,5432503,44.36,2019,0,1
Telangana,Monthly,4.19,5544693,45.39,2019,0,1
Telangana,Monthly,6.19,5668785,47.28,2019,0,1
Telangana,Monthly,6.74,5318341,44.51,2019,0,1
Telangana,Monthly,5.23,5338119,43.87,2019,0,1
Telangana,Monthly,4.22,5317782,43.13,2019,0,1
Telangana,Monthly,6.49,5543380,45.95,2020,0,1
Telangana,Monthly,6.74,5521496,45.78,2020,0,1
Telangana,Monthly,6.1,5313236,43.65,2020,0,1
Telangana,Monthly,10.5,3378431,29.05,2020,0,1
Telangana,Monthly,36.57,3108830,37.63,2020,0,1
Telangana,Monthly,6.92,4577995,37.68,2020,0,1
Tripura,Monthly,34.69,423127,69.5,2019,0,1
Tripura,Monthly,25.59,408738,58.8,2019,0,1
Tripura,Monthly,25.81,410583,59.1,2019,0,1
Tripura,Monthly,33.45,368977,59.07,2019,0,1
Tripura,Monthly,33.57,418043,66.9,2019,0,1
Tripura,Monthly,26.67,414808,60.0,2019,0,1
Tripura,Monthly,27.15,427700,62.14,2019,0,1
Tripura,Monthly,33.48,399427,63.41,2019,0,1
Tripura,Monthly,34.37,450155,72.26,2020,0,1
Tripura,Monthly,33.88,415339,66.04,2020,0,1
Tripura,Monthly,25.69,450271,63.56,2020,0,1
Tripura,Monthly,34.88,296431,47.65,2020,0,1
Tripura,Monthly,16.78,384999,48.31,2020,0,1
Tripura,Monthly,27.47,391015,56.17,2020,0,1
Uttar Pradesh,Monthly,14.4,13391244,40.43,2019,0,1
Uttar Pradesh,Monthly,11.62,13624452,39.75,2019,0,1
Uttar Pradesh,Monthly,11.8,13862431,40.43,2019,0,1
Uttar Pradesh,Monthly,14.73,13580241,40.87,2019,0,1
Uttar Pradesh,Monthly,13.58,13522970,40.07,2019,0,1
Uttar Pradesh,Monthly,10.35,13938303,39.71,2019,0,1
Uttar Pradesh,Monthly,11.31,14128888,40.6,2019,0,1
Uttar Pradesh,Monthly,12.37,13857200,40.21,2019,0,1
Uttar Pradesh,Monthly,12.34,13656250,39.52,2020,0,1
Uttar Pradesh,Monthly,11.65,13803099,39.54,2020,0,1
Uttar Pradesh,Monthly,12.32,13889632,40.0,2020,0,1
Uttar Pradesh,Monthly,26.94,10944379,37.74,2020,0,1
Uttar Pradesh,Monthly,32.06,11111486,41.1,2020,0,1
Uttar Pradesh,Monthly,13.05,13208724,38.09,2020,0,1
Uttarakhand,Monthly,9.17,676797,26.33,2019,0,1
Uttarakhand,Monthly,4.69,906889,33.54,2019,0,1
Uttarakhand,Monthly,6.94,859900,32.48,2019,0,1
Uttarakhand,Monthly,7.43,823967,31.21,2019,0,1
Uttarakhand,Monthly,9.62,711150,27.51,2019,0,1
Uttarakhand,Monthly,4.72,925174,33.87,2019,0,1
Uttarakhand,Monthly,6.34,904903,33.61,2019,0,1
Uttarakhand,Monthly,7.39,844779,31.65,2019,0,1
Uttarakhand,Monthly,8.92,725253,27.55,2020,0,1
Uttarakhand,Monthly,5.28,963408,35.11,2020,0,1
Uttarakhand,Monthly,8.15,889245,33.33,2020,0,1
Uttarakhand,Monthly,13.18,748041,29.59,2020,0,1
Uttarakhand,Monthly,17.36,778590,32.27,2020,0,1
Uttarakhand,Monthly,5.08,989470,35.61,2020,0,1
West Bengal,Monthly,7.25,11306177,46.37,2019,0,1
West Bengal,Monthly,7.38,10611498,43.51,2019,0,1
West Bengal,Monthly,7.91,10779829,44.38,2019,0,1
West Bengal,Monthly,7.27,11456493,46.77,2019,0,1
West Bengal,Monthly,7.79,11158649,45.74,2019,0,1
West Bengal,Monthly,7.83,10563686,43.25,2019,0,1
West Bengal,Monthly,6.61,10768462,43.44,2019,0,1
West Bengal,Monthly,7.24,11335696,45.97,2019,0,1
West Bengal,Monthly,7.27,11208617,45.39,2020,0,1
West Bengal,Monthly,7.55,10871168,44.09,2020,0,1
West Bengal,Monthly,6.67,10806105,43.34,2020,0,1
West Bengal,Monthly,15.63,9299466,41.2,2020,0,1
West Bengal,Monthly,15.22,9240903,40.67,2020,0,1
West Bengal,Monthly,9.86,9088931,37.57,2020,0,1
